ཝ་ནཱ་མཐོ་སློབ་ཀྱི་དཔེ་ཀློག་སྒེའུ་ཁུང་།,http://www.cuts.ac.in,
,,
W1ERI0008001 བཤད་གྲྭ།,,
,ཆོས་འབྱུང་།,
,,W3CN15333
,,
,རིག་གནས།,
,,W22009
W1ERI0008002 གཞུང་ལུགས།,,
,W1KG5879,
,W1GS108076,
,W1KG5859,
,W1KG5868,
,W4CZ58531,
,W4CZ299882,
,W1KG22240,
,W4CZ299877,
,W1KG24101,
,W4CZ299878,
,W4CZ299881,
,W1KG22205,
,W1KG22270,
,W8LS18012,
,W8LS20753,
,W1KG4467,
,W1KG4472,
,W1KG4468,
,W1KG4466,
,W1KG4470,
,W1KG4471,
,W8LS22458,
,W8LS22455,
,W8LS22452,
,W8LS22443,
,W12094,
,W1KG26104,
,W8455,
,W2CZ8056,
,W1KG26276,
,W1KG4938,
,W8LS24037,
,W1KG4928,
,W1KG24100,
,W2CZ8064,
,W8LS22431,
,W22280,
,W8LS26200,
,W8LS22887,
,W4CZ15412,
,W8LS26194,
,W1KG5857,
,W21971,
,W21971,
W1ERI0008003 གསུང་འབུམ།,,
,,
,,
W1ERI0008004 འདོན་ཆ།,,
,W1KG5875,
,W1KG26246,
,W8LS25422,
W1ERI0008005 སྔགས་ཀྱི་སྐོར།,,
,W1KG16206,
,W8LS20756,
,W8LS25054,
,W8LS17984,
,W00EGS1016968,
,,
W1ERI0008006 སྣ་ཚོགས།,,
,W1KG17441,
,W1GS134940,
,W1KG5876,
,W1KG25915,
,W1KG22211,
,W1KG22233,
,W1KG16741,
,W1KG25919,
,W1KG22236,
,W1KG5422,
,W1KG5559,
,W8LS20765,
,W4CZ295932,
,W1KG22296,
,W1KG22691,
,W1KG5872,
,W29249,
,W1KG5866,
,W1KG4944,
,W2CZ8023,
,W00KG09748,
,W8LS22908,